Country,Year,population
Ecuador,1920,1869330
Egypt,1920,13103160
El Salvador,1920,1171634
Equatorial Guinea,1920,113669
Eritrea,1920,767181
Eritrea and Ethiopia,1920,NA
Estonia,1920,835438
Ethiopia,1920,11856154
Faeroe Islands,1920,26036
Falkland Is (Malvinas),1920,899
Fiji,1920,155276
Finland,1920,3140763
France,1920,39069937
French Guiana,1920,20336
French Polynesia,1920,34197
Gabon,1920,369219
Gambia,1920,217254
Georgia,1920,2673184
Germany,1920,62277173
Ghana,1920,2420362
Gibraltar,1920,17310
Greece,1920,5640215
Greenland,1920,18711
Grenada,1920,66462
Guadeloupe,1920,168009
Guam,1920,14473
Guatemala,1920,1723811
Guernsey,1920,NA
Guinea,1920,2370207
Guinea-Bissau,1920,436906
Guyana,1920,326874
Haiti,1920,2144973
Holy See,1920,911
Honduras,1920,733457
"Hong Kong, China",1920,637575
Hungary,1920,7956033
Iceland,1920,117013
India,1920,267795301
Indonesia,1920,47287780
Iran,1920,11758739
Iraq,1920,3017350
Ireland,1920,3071970
Isle of Man,1920,45471
Israel,1920,430747
Italy,1920,37422220
Jamaica,1920,854667
Japan,1920,55545937
Jersey,1920,NA
Jordan,1920,351638
Kazakhstan,1920,5077760
Kenya,1920,2647683
Kiribati,1920,30111
North Korea,1920,6117873
South Korea,1920,11839704
United Korea (former),1920,NA
Kosovo,1920,NA
Kuwait,1920,108683
Kyrgyz Republic,1920,1320904
Lao,1920,1429428
Latvia,1920,1482686
Lebanon,1920,699479
Lesotho,1920,584540
Liberia,1920,725339
Libya,1920,958280
Liechtenstein,1920,11246
Lithuania,1920,1954935
Luxembourg,1920,243705
"Macao, China",1920,84533
"Macedonia, FYR",1920,956669
Madagascar,1920,3312615
Malawi,1920,1226438
Malaysia,1920,3525501
Maldives,1920,65262
Mali,1920,3570023
Malta,1920,257050
Marshall Islands,1920,10765
Martinique,1920,177210
Mauritania,1920,579393
Mauritius,1920,375318
Mayotte,1920,12998
Mexico,1920,15072751
"Micronesia, Fed. Sts.",1920,27084
Moldova,1920,1774278
Monaco,1920,16163
Mongolia,1920,731355
Montenegro,1920,303030
Montserrat,1920,11792
Morocco,1920,5687271
Mozambique,1920,4862656
Myanmar,1920,13279350
Namibia,1920,232992
Nauru,1920,2617
Nepal,1920,6228667
Netherlands,1920,6846453
Netherlands Antilles,1920,NA
New Caledonia,1920,54285
New Zealand,1920,1236395
Ngorno-Karabakh,1920,NA
Nicaragua,1920,759914
Niger,1920,2169089
Nigeria,1920,18664138
Niue,1920,4612
Norfolk Island,1920,NA
Northern Cyprus,1920,NA
Northern Mariana Islands,1920,5895
Norway,1920,2634635
Oman,1920,444064
Pakistan,1920,21317683
Palau,1920,6396
Panama,1920,479942
Papua New Guinea,1920,1411959
Paraguay,1920,710007
Peru,1920,4741538
Philippines,1920,9410424
Pitcairn,1920,NA
Poland,1920,24166006
Portugal,1920,6057815
Puerto Rico,1920,1319067
Qatar,1920,18514
Reunion,1920,195284
Romania,1920,12320811
Russia,1920,77871987
Rwanda,1920,1803946
St. Barthélemy,1920,NA
St. Helena,1920,3670
St. Kitts and Nevis,1920,36760
St. Lucia,1920,52172
St. Martin,1920,NA
St. Vincent and the Grenadines,1920,43844
St.-Pierre-et-Miquelon,1920,3680
Samoa,1920,36337
San Marino,1920,10502
Sao Tome and Principe,1920,48309
Saudi Arabia,1920,2737469
Senegal,1920,2016303
Serbia,1920,5159406
Serbia and Montenegro,1920,NA
Serbia excluding Kosovo,1920,NA
Seychelles,1920,24792
Sierra Leone,1920,1586990
Singapore,1920,395975
Slovak Republic,1920,3067472
Slovenia,1920,1131761
Solomon Islands,1920,75170
Somalia,1920,1865310
Somaliland,1920,NA
South Africa,1920,7155299
South Ossetia,1920,NA
Spain,1920,21308441
Sri Lanka,1920,5281322
Sudan,1920,4990580
Suriname,1920,169910
Svalbard,1920,NA
Swaziland,1920,115176
Sweden,1920,5870418
Switzerland,1920,3865690
Syria,1920,2200281
Taiwan,1920,NA
Tajikistan,1920,1156226
Tanzania,1920,4254103
Thailand,1920,10024952
Timor-Leste,1920,411564
Togo,1920,1067807
Tokelau,1920,652
Tonga,1920,24671
Transnistria,1920,NA
Trinidad and Tobago,1920,387111
Tunisia,1920,2152882
Turkey,1920,14200404
Turkmenistan,1920,917936
Turks and Caicos Islands,1920,5483
Tuvalu,1920,4362
Uganda,1920,2904119
Ukraine,1920,28213816
United Arab Emirates,1920,54703
United Kingdom,1920,43825720
United States,1920,108441644
Uruguay,1920,1377048
USSR,1920,NA
Uzbekistan,1920,5251813
Wallis et Futuna,1920,6037
Vanuatu,1920,41806
Venezuela,1920,3230455
West Bank and Gaza,1920,348418
West Germany,1920,NA
Western Sahara,1920,9056
Vietnam,1920,18182468
Virgin Islands (U.S.),1920,24921
North Yemen (former),1920,NA
South Yemen (former),1920,NA
Yemen,1920,3517932
Yugoslavia,1920,NA
Zambia,1920,958388
Zimbabwe,1920,2200198
Åland,1920,NA
South Sudan,1920,2248071
Curaçao,1920,NA
Sint Maarten (Dutch part),1920,NA
St. Martin (French part),1920,NA
Antarctica,1920,NA
Bouvet Island,1920,NA
British Indian Ocean Territory,1920,NA
Clipperton,1920,NA
French Southern and Antarctic Lands,1920,NA
Gaza Strip,1920,NA
Heard and McDonald Islands,1920,NA
Northern Marianas,1920,NA
South Georgia and the South Sandwich Islands,1920,NA
US Minor Outlying Islands,1920,NA
Virgin Islands,1920,NA
West Bank,1920,NA
Abkhazia,1930,NA
Afghanistan,1930,6394908
Akrotiri and Dhekelia,1930,NA
Albania,1930,1015991
Algeria,1930,6876190
American Samoa,1930,10081
Andorra,1930,5309
Angola,1930,3642200
Anguilla,1930,4400
Antigua and Barbuda,1930,33647
Argentina,1930,11898249
Armenia,1930,1123006
Aruba,1930,34286
Australia,1930,6473803
Austria,1930,6684058
Azerbaijan,1930,2399377
Bahamas,1930,59422
Bahrain,1930,95901
Bangladesh,1930,34357412
Barbados,1930,169353
Belarus,1930,6476304
Belgium,1930,8070904
Belize,1930,50465
Benin,1930,1861685
Bermuda,1930,27104
Bhutan,1930,158911
Bolivia,1930,2624832
Bosnia and Herzegovina,1930,2223485
Botswana,1930,216830
Brazil,1930,33888997
British Virgin Islands,1930,5613
Brunei,1930,29451
Bulgaria,1930,6034446
Burkina Faso,1930,3701674
Burundi,1930,1970229
Cambodia,1930,3653758
Cameroon,1930,2926419
Canada,1930,10450983
Cape Verde,1930,148278
Cayman Islands,1930,5866
Central African Republic,1930,816635
Chad,1930,1484476
Channel Islands,1930,89758
Chile,1930,4309478
China,1930,481222579
Christmas Island,1930,NA
Cocos Island,1930,NA
Colombia,1930,8144252
Comoros,1930,132799
"Congo, Dem. Rep.",1930,10624852
"Congo, Rep.",1930,695577
Cook Is,1930,10732
Costa Rica,1930,550462
Cote d'Ivoire,1930,2278766
Croatia,1930,3231909
Cuba,1930,3918827
Cyprus,1930,345296
Czech Republic,1930,8259391
Czechoslovakia,1930,NA
Denmark,1930,3542561
Djibouti,1930,52894
Dominica,1930,40686
Dominican Republic,1930,1289191
East Germany,1930,NA
Ecuador,1930,2042719
Egypt,1930,15293269
El Salvador,1930,1446357
Equatorial Guinea,1930,157032
Eritrea,1930,875495
Eritrea and Ethiopia,1930,NA
Estonia,1930,915693
Ethiopia,1930,13651181
Faeroe Islands,1930,27784
Falkland Is (Malvinas),1930,1227
Fiji,1930,180533
Finland,1930,3450505
France,1930,41662571
French Guiana,1930,21870
French Polynesia,1930,38808
Gabon,1930,401405
Gambia,1930,234015
Georgia,1930,2929603
Germany,1930,66439556
Ghana,1930,3079535
Gibraltar,1930,18311
Greece,1930,6253203
Greenland,1930,20015
Grenada,1930,68474
Guadeloupe,1930,180831
Guam,1930,19440
Guatemala,1930,1918783
Guernsey,1930,NA
Guinea,1930,2588541
Guinea-Bissau,1930,466967
Guyana,1930,350185
Haiti,1930,2448268
Holy See,1930,911
Honduras,1930,962852
"Hong Kong, China",1930,822959
Hungary,1930,8635353
Iceland,1930,124871
India,1930,285470839
Indonesia,1930,53403726
Iran,1930,13315170
Iraq,1930,3728811
Ireland,1930,2907196
Isle of Man,1930,48557
Israel,1930,564900
Italy,1930,40771062
Jamaica,1930,1009819
Japan,1930,63863524
Jersey,1930,NA
Jordan,1930,376677
Kazakhstan,1930,5564071
Kenya,1930,3076616
Kiribati,1930,31e3
North Korea,1930,7366694
South Korea,1930,13929869
United Korea (former),1930,NA
Kosovo,1930,NA
Kuwait,1930,120719
Kyrgyz Republic,1930,1447315
Lao,1930,1506126
Latvia,1930,1625309
Lebanon,1930,868061
Lesotho,1930,630150
Liberia,1930,787369
Libya,1930,1007296
Liechtenstein,1930,12018
Lithuania,1930,2142841
Luxembourg,1930,260091
"Macao, China",1930,157434
"Macedonia, FYR",1930,1044639
Madagascar,1930,3546360
Malawi,1930,1601481
Malaysia,1930,4389308
Maldives,1930,72566
Mali,1930,3913839
Malta,1930,274305
Marshall Islands,1930,11450
Martinique,1930,190959
Mauritania,1930,604001
Mauritius,1930,391293
Mayotte,1930,13624
Mexico,1930,17373870
"Micronesia, Fed. Sts.",1930,28511
Moldova,1930,1944279
Monaco,1930,17379
Mongolia,1930,746004
Montenegro,1930,330979
Montserrat,1930,12465
Morocco,1930,6617663
Mozambique,1930,5301322
Myanmar,1930,14751220
Namibia,1930,274780
Nauru,1930,2715
Nepal,1930,6899013
Netherlands,1930,7875051
Netherlands Antilles,1930,NA
New Caledonia,1930,57685
New Zealand,1930,1491937
Ngorno-Karabakh,1930,NA
Nicaragua,1930,815187
Niger,1930,2285892
Nigeria,1930,19220499
Niue,1930,4629
Norfolk Island,1930,NA
Northern Cyprus,1930,NA
Northern Mariana Islands,1930,6237
Norway,1930,2807922
Oman,1930,447387
Pakistan,1930,23358708
Palau,1930,6725
Panama,1930,515938
Papua New Guinea,1930,1503498
Paraguay,1930,894195
Peru,1930,5536002
Philippines,1930,11577988
Pitcairn,1930,NA
Poland,1930,28169922
Portugal,1930,6804302
Puerto Rico,1930,1560784
Qatar,1930,20264
Reunion,1930,210640
Romania,1930,14064439
Russia,1930,85369549
Rwanda,1930,1918878
St. Barthélemy,1930,NA
St. Helena,1930,4136
St. Kitts and Nevis,1930,39653
St. Lucia,1930,58413
St. Martin,1930,NA
St. Vincent and the Grenadines,1930,47638
St.-Pierre-et-Miquelon,1930,3956
Samoa,1930,45959
San Marino,1930,11208
Sao Tome and Principe,1930,52054
Saudi Arabia,1930,2853764
Senegal,1930,2156254
Serbia,1930,5633467
Serbia and Montenegro,1930,NA
Serbia excluding Kosovo,1930,NA
Seychelles,1930,26792
Sierra Leone,1930,1696801
Singapore,1930,577478
Slovak Republic,1930,3181225
Slovenia,1930,1235784
Solomon Islands,1930,78636
Somalia,1930,1986325
Somaliland,1930,NA
South Africa,1930,8880522
South Ossetia,1930,NA
Spain,1930,23513708
Sri Lanka,1930,5748259
Sudan,1930,5217457
Suriname,1930,183208
Svalbard,1930,NA
Swaziland,1930,140827
Sweden,1930,6140566
Switzerland,1930,4042310
Syria,1930,2544331
Taiwan,1930,NA
Tajikistan,1930,1266911
Tanzania,1930,5137523
Thailand,1930,12675207
Timor-Leste,1930,448017
Togo,1930,1165736
Tokelau,1930,880
Tonga,1930,28434
Transnistria,1930,NA
Trinidad and Tobago,1930,412941
Tunisia,1930,2556135
Turkey,1930,14930772
Turkmenistan,1930,1006180
Turks and Caicos Islands,1930,5710
Tuvalu,1930,4612
Uganda,1930,3474656
Ukraine,1930,30946045
United Arab Emirates,1930,59498
United Kingdom,1930,45957969
United States,1930,125055606
Uruguay,1930,1720139
USSR,1930,NA
Uzbekistan,1930,5755637
Wallis et Futuna,1930,6337
Vanuatu,1930,43579
Venezuela,1930,3562393
West Bank and Gaza,1930,456931
West Germany,1930,NA
Western Sahara,1930,10239
Vietnam,1930,20146281
Virgin Islands (U.S.),1930,22103
North Yemen (former),1930,NA
South Yemen (former),1930,NA
Yemen,1930,3787588
Yugoslavia,1930,NA
Zambia,1930,1293013
Zimbabwe,1930,2363023
Åland,1930,NA
South Sudan,1930,2350271
Curaçao,1930,NA
Sint Maarten (Dutch part),1930,NA
St. Martin (French part),1930,NA
Antarctica,1930,NA
Bouvet Island,1930,NA
British Indian Ocean Territory,1930,NA
Clipperton,1930,NA
French Southern and Antarctic Lands,1930,NA
Gaza Strip,1930,NA
Heard and McDonald Islands,1930,NA
Northern Marianas,1930,NA
South Georgia and the South Sandwich Islands,1930,NA
US Minor Outlying Islands,1930,NA
Virgin Islands,1930,NA
West Bank,1930,NA
Abkhazia,1940,NA
Afghanistan,1940,7034081
Akrotiri and Dhekelia,1940,NA
Albania,1940,1123210
Algeria,1940,7797418
American Samoa,1940,13135
Andorra,1940,5667
Angola,1940,3920011
Anguilla,1940,4725
Antigua and Barbuda,1940,38495
Argentina,1940,14200813
Armenia,1940,1230298
Aruba,1940,36127
Australia,1940,7052012
Austria,1940,6700724
Azerbaijan,1940,2629623
Bahamas,1940,66812
Bahrain,1940,105272
Bangladesh,1940,37445667
Barbados,1940,184312
Belarus,1940,7097374
Belgium,1940,8330676
Belize,1940,55768
Benin,1940,2051937
Bermuda,1940,31550
Bhutan,1940,166757
Bolivia,1940,2945272
Bosnia and Herzegovina,1940,2427124
Botswana,1940,282215
Brazil,1940,41545129
British Virgin Islands,1940,6184
Brunei,1940,35616
Bulgaria,1940,6672496
Burkina Faso,1940,3980754
Burundi,1940,2128589
Cambodia,1940,4013581
Cameroon,1940,3557999
Canada,1940,11655920
Cape Verde,1940,162140
Cayman Islands,1940,6526
Central African Republic,1940,959880
Chad,1940,1727303
Channel Islands,1940,95788
Chile,1940,5108117
China,1940,509858820
Christmas Island,1940,NA
Cocos Island,1940,NA
Colombia,1940,9442173
Comoros,1940,143644
"Congo, Dem. Rep.",1940,11350117
"Congo, Rep.",1940,747928
Cook Is,1940,12821
Costa Rica,1940,726617
Cote d'Ivoire,1940,2438775
Croatia,1940,3528895
Cuba,1940,4672303
Cyprus,1940,407453
Czech Republic,1940,8567195
Czechoslovakia,1940,NA
Denmark,1940,3832859
Djibouti,1940,57116
Dominica,1940,45150
Dominican Republic,1940,1718123
East Germany,1940,NA
Ecuador,1940,2583081
Egypt,1940,17849440
El Salvador,1940,1785176
Equatorial Guinea,1940,170989
Eritrea,1940,999101
Eritrea and Ethiopia,1940,NA
Estonia,1940,1003658
Ethiopia,1940,15717976
Faeroe Islands,1940,29649
Falkland Is (Malvinas),1940,1676
Fiji,1940,220933
Finland,1940,3696232
France,1940,40927546
French Guiana,1940,23520
French Polynesia,1940,47669
Gabon,1940,436398
Gambia,1940,252069
Georgia,1940,3210619
Germany,1940,71244059
Ghana,1940,3918230
Gibraltar,1940,19369
Greece,1940,7149235
Greenland,1940,21409
Grenada,1940,70899
Guadeloupe,1940,194631
Guam,1940,23307
Guatemala,1940,2374197
Guernsey,1940,NA
Guinea,1940,2826987
Guinea-Bissau,1940,499097
Guyana,1940,375159
Haiti,1940,2781219
Holy See,1940,911
Honduras,1940,1162179
"Hong Kong, China",1940,1741134
Hungary,1940,9268490
Iceland,1940,133257
India,1940,324372335
Indonesia,1940,61821588
Iran,1940,15077617
Iraq,1940,4608028
Ireland,1940,2936278
Isle of Man,1940,51852
Israel,1940,877043
Italy,1940,44284798
Jamaica,1940,1209585
Japan,1940,72709185
Jersey,1940,NA
Jordan,1940,403500
Kazakhstan,1940,6096956
Kenya,1940,4172070
Kiribati,1940,31916
North Korea,1940,8870433
South Korea,1940,15684579
United Korea (former),1940,NA
Kosovo,1940,NA
Kuwait,1940,134088
Kyrgyz Republic,1940,1585823
Lao,1940,1586939
Latvia,1940,1781651
Lebanon,1940,1077273
Lesotho,1940,679318
Liberia,1940,854704
Libya,1940,1058818
Liechtenstein,1940,12843
Lithuania,1940,2348809
Luxembourg,1940,277578
"Macao, China",1940,331130
"Macedonia, FYR",1940,1140699
Madagascar,1940,3796599
Malawi,1940,1957205
Malaysia,1940,5404596
Maldives,1940,75107
Mali,1940,4290767
Malta,1940,292719
Marshall Islands,1940,12179
Martinique,1940,205775
Mauritania,1940,629653
Mauritius,1940,410851
Mayotte,1940,14279
Mexico,1940,20699956
"Micronesia, Fed. Sts.",1940,30013
Moldova,1940,2130570
Monaco,1940,18687
Mongolia,1940,760947
Montenegro,1940,361506
Montserrat,1940,13258
Morocco,1940,7700259
Mozambique,1940,5779561
Myanmar,1940,16865022
Namibia,1940,330015
Nauru,1940,2817
Nepal,1940,7641505
Netherlands,1940,8860722
Netherlands Antilles,1940,NA
New Caledonia,1940,61297
New Zealand,1940,1629869
Ngorno-Karabakh,1940,NA
Nicaragua,1940,986178
Niger,1940,2408985
Nigeria,1940,26625012
Niue,1940,4646
Norfolk Island,1940,NA
Northern Cyprus,1940,NA
Northern Mariana Islands,1940,6599
Norway,1940,2971546
Oman,1940,450735
Pakistan,1940,27847671
Palau,1940,7071
Panama,1940,690917
Papua New Guinea,1940,1600972
Paraguay,1940,1128833
Peru,1940,6506528
Philippines,1940,14552395
Pitcairn,1940,NA
Poland,1940,30041062
Portugal,1940,7693201
Puerto Rico,1940,1894568
Qatar,1940,22179
Reunion,1940,227203
Romania,1940,15715805
Russia,1940,93588981
Rwanda,1940,2041133
St. Barthélemy,1940,NA
St. Helena,1940,4651
St. Kitts and Nevis,1940,42774
St. Lucia,1940,65788
St. Martin,1940,NA
St. Vincent and the Grenadines,1940,56034
St.-Pierre-et-Miquelon,1940,4254
Samoa,1940,61296
San Marino,1940,11960
Sao Tome and Principe,1940,56089
Saudi Arabia,1940,2974999
Senegal,1940,2305918
Serbia,1940,6151086
Serbia and Montenegro,1940,NA
Serbia excluding Kosovo,1940,NA
Seychelles,1940,31073
Sierra Leone,1940,1814210
Singapore,1940,748657
Slovak Republic,1940,3299197
Slovenia,1940,1349369
Solomon Islands,1940,83859
Somalia,1940,2115192
Somaliland,1940,NA
South Africa,1940,11021715
South Ossetia,1940,NA
Spain,1940,25828302
Sri Lanka,1940,6175921
Sudan,1940,5454648
Suriname,1940,197548
Svalbard,1940,NA
Swaziland,1940,172622
Sweden,1940,6353381
Switzerland,1940,4219596
Syria,1940,2942179
Taiwan,1940,NA
Tajikistan,1940,1388192
Tanzania,1940,6409572
Thailand,1940,15865398
Timor-Leste,1940,449273
Togo,1940,1272646
Tokelau,1940,1189
Tonga,1940,34868
Transnistria,1940,NA
Trinidad and Tobago,1940,487372
Tunisia,1940,3034920
Turkey,1940,17777172
Turkmenistan,1940,1102907
Turks and Caicos Islands,1940,5985
Tuvalu,1940,4877
Uganda,1940,4226918
Ukraine,1940,33942864
United Arab Emirates,1940,64713
United Kingdom,1940,48235963
United States,1940,134354133
Uruguay,1940,1973524
USSR,1940,NA
Uzbekistan,1940,6307794
Wallis et Futuna,1940,6653
Vanuatu,1940,45428
Venezuela,1940,4082981
West Bank and Gaza,1940,709412
West Germany,1940,NA
Western Sahara,1940,11578
Vietnam,1940,22322198
Virgin Islands (U.S.),1940,24855
North Yemen (former),1940,NA
South Yemen (former),1940,NA
Yemen,1940,4077913
Yugoslavia,1940,NA
Zambia,1940,1734228
Zimbabwe,1940,2537898
Åland,1940,NA
South Sudan,1940,2457116
Curaçao,1940,NA
Sint Maarten (Dutch part),1940,NA
St. Martin (French part),1940,NA
Antarctica,1940,NA
Bouvet Island,1940,NA
British Indian Ocean Territory,1940,NA
Clipperton,1940,NA
French Southern and Antarctic Lands,1940,NA
Gaza Strip,1940,NA
Heard and McDonald Islands,1940,NA
Northern Marianas,1940,NA
South Georgia and the South Sandwich Islands,1940,NA
US Minor Outlying Islands,1940,NA
Virgin Islands,1940,NA
West Bank,1940,NA
Abkhazia,1950,NA
Afghanistan,1950,7752118
Akrotiri and Dhekelia,1950,10661
Albania,1950,1263171
Algeria,1950,8872247
American Samoa,1950,18937
Andorra,1950,6197
Angola,1950,4354882
Anguilla,1950,5121
Antigua and Barbuda,1950,46301
Argentina,1950,17150335
Armenia,1950,1353506
Aruba,1950,38066
Australia,1950,8177344
Austria,1950,6936445
Azerbaijan,1950,2895997
Bahamas,1950,79088
Bahrain,1950,115614
Bangladesh,1950,37894680
Barbados,1950,210995
Belarus,1950,7745003
Belgium,1950,8628489
Belize,1950,68918
Benin,1950,2255221
Bermuda,1950,37260
Bhutan,1950,176795
Bolivia,1950,3089649
Bosnia and Herzegovina,1950,2661293
Botswana,1950,412533
Brazil,1950,53974726
British Virgin Islands,1950,7441
Brunei,1950,48001
Bulgaria,1950,7250999
Burkina Faso,1950,4284457
Burundi,1950,2308923
Cambodia,1950,4432716
Cameroon,1950,4466498
Canada,1950,13736997
Cape Verde,1950,178066
Cayman Islands,1950,6413
Central African Republic,1950,1326653
Chad,1950,2502314
Channel Islands,1950,102235
Chile,1950,6142899
China,1950,544112923
Christmas Island,1950,609
Cocos Island,1950,324
Colombia,1950,12340899
Comoros,1950,156334
"Congo, Dem. Rep.",1950,12183661
"Congo, Rep.",1950,807726
Cook Is,1950,15079
Costa Rica,1950,959489
Cote d'Ivoire,1950,2630131
Croatia,1950,3850295
Cuba,1950,5919997
Cyprus,1950,494014
Czech Republic,1950,8902619
Czechoslovakia,1950,12419812
Denmark,1950,4268270
Djibouti,1950,62001
Dominica,1950,51101
Dominican Republic,1950,2364650
East Germany,1950,18294218
Ecuador,1950,3470162
Egypt,1950,20897237
El Salvador,1950,2199897
Equatorial Guinea,1950,225536
Eritrea,1950,1142150
Eritrea and Ethiopia,1950,21589671
Estonia,1950,1100998
Ethiopia,1950,18128034
Faeroe Islands,1950,31504
Falkland Is (Malvinas),1950,2261
Fiji,1950,288993
Finland,1950,4008299
France,1950,41879607
French Guiana,1950,25479
French Polynesia,1950,60268
Gabon,1950,473300
Gambia,1950,271372
Georgia,1950,3527004
Germany,1950,69786246
Ghana,1950,4980878
Gibraltar,1950,20498
Greece,1950,7566002
Greenland,1950,22998
Grenada,1950,76676
Guadeloupe,1950,209999
Guam,1950,59650
Guatemala,1950,3146073
Guernsey,1950,45312
Guinea,1950,3093651
Guinea-Bissau,1950,535429
Guyana,1950,406562
Haiti,1950,3221277
Holy See,1950,905
Honduras,1950,1487235
"Hong Kong, China",1950,1973998
Hungary,1950,9337723
Iceland,1950,142656
India,1950,376325205
Indonesia,1950,69543319
Iran,1950,17119263
Iraq,1950,5719191
Ireland,1950,2913093
Isle of Man,1950,55253
Israel,1950,1257971
Italy,1950,46598602
Jamaica,1950,1402896
Japan,1950,82199470
Jersey,1950,56910
Jordan,1950,448861
Kazakhstan,1950,6702996
Kenya,1950,6076757
Kiribati,1950,33050
North Korea,1950,10549469
South Korea,1950,19211386
United Korea (former),1950,30042319
Kosovo,1950,1200872
Kuwait,1950,152250
Kyrgyz Republic,1950,174e4
Lao,1950,1682916
Latvia,1950,1949e3
Lebanon,1950,1334618
Lesotho,1950,733942
Liberia,1950,930026
Libya,1950,1113382
Liechtenstein,1950,13757
Lithuania,1950,2567402
Luxembourg,1950,296001
"Macao, China",1950,196482
"Macedonia, FYR",1950,1254444
